Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_of_Engines,Engine_Type,FAR_Description,Schedule,Purpose_of_flight,Air_carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_phase_of_flight,Report_Status,Publication_Date,US_State,Abbreviation
20001212X22180,Accident,LAX01FA011,2000-10-13,"Henderson, NV",United States,35.966667,-115.116667,L15,Henderson,Fatal(1),Destroyed,,N2434T,Navion,G,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,23-01-2002,,
20001212X22168,Accident,IAD01LA004,2000-10-15,"BERRYVILLE, VA",United States,39.235277,-78.011667,61VA,High View Airport,Non-Fatal,Substantial,,N21CY,Yakovlev,52,No,,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,23-01-2002,,
20001212X22181,Accident,LAX01FA014,2000-10-15,"Monterey, CA",United States,36.612778,-121.871111,MRY,Monterey Peninsula,Fatal(2),Destroyed,,N1344G,Beech,35-33,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,06-08-2003,,
20001212X22169,Accident,IAD01LA007,2000-10-21,"MCCLURE, PA",United States,40.746111,-77.290277,,,Non-Fatal,Substantial,,N279W,Cessna,140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,07-02-2002,,
20001212X22101,Accident,ANC01FA011,2000-10-22,"BETHEL, AK",United States,60.766667,-161.841111,BET,BETHEL,Non-Fatal,Substantial,,N575D,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,,0.0,0.0,0.0,19.0,VMC,Landing,Probable Cause,02-07-2002,,
20001212X22197,Accident,LAX01LA021,2000-10-22,"HALF MOON BAY, CA",United States,37.513889,-122.501111,KHAF,Half Moon Bay,Non-Fatal,Substantial,,N5226K,Cessna,172P,No,1.0,Reciprocating,,,Business,,0.0,0.0,2.0,1.0,VMC,Go-around,Probable Cause,06-12-2002,,
20001212X22183,Accident,LAX01FA023,2000-10-23,"Wheaton Springs, CA",United States,35.443333,-115.463333,,,Fatal(2),Destroyed,,N40VF,Mooney,M-20J,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,Cruise,Probable Cause,17-04-2003,,
20001212X22153,Accident,FTW01FA017,2000-10-28,"E. Cameron 200, GM",United States,28.738055,-92.63,V200,Vermilion 200,Fatal(1),Destroyed,,N26WW,Aerospatiale,AS-350BA,No,1.0,Turbo Shaft,,,Positioning,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,15-07-2002,,
20001212X22202,Accident,LAX01LA029,2000-10-30,"GORMAN, CA",United States,34.793889,-118.852222,,,Fatal(1),Substantial,,N16503,Piper,PA-28-140,No,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-11-2003,,
20001212X22207,Accident,MIA01FA021,2000-10-31,"ZOLFO SPRINGS, FL",United States,27.459722,-81.812778,,,Fatal(1),Substantial,,N8603E,Piper,PA-28-181,No,,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,03-06-2002,,
20001212X22336,Accident,SEA01FA017,2000-11-10,"IDAHO FALLS, ID",United States,43.536389,-112.063056,IDA,Fanning Field,Fatal(2),Substantial,,N41054,Cessna,425,No,2.0,Turbo Prop,,,Business,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,16-01-2003,,
20001212X22305,Accident,LAX01LA041,2000-11-15,"Temecula, CA",United States,33.525,-117.083333,,,Fatal(2),Destroyed,,N41AL,Experimental,Glasair 1RG,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-11-2003,,
20001212X22283,Accident,FTW01FA020,2000-11-15,"JENA, LA",United States,31.785277,-92.168056,,,Fatal(1),Destroyed,,N6232E,Cessna,185F,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,01-07-2002,,
20001212X22313,Accident,MIA01FA028B,2000-11-16,"BRADENTON, FL",United States,27.435,-82.45,,,Fatal(1),Destroyed,,N73829,Cessna,172N,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,23-01-2003,,
20001212X22313,Accident,MIA01FA028A,2000-11-16,"BRADENTON, FL",United States,27.435,-82.45,,,Fatal(1),Destroyed,,USAF,Lockheed-martin,F-16CG,No,1.0,Turbo Fan,,,Instructional,,1.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,23-01-2003,,
20001215X45421,Accident,IAD01LA014,2000-11-18,"WHITE POST, VA",United States,39.0625,-78.091111,3VA7,White Post,Non-Fatal,Substantial,,N8181L,Gick,AEROCOMP CA6WB,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-02-2002,,
20001212X22309,Accident,LAX01LA045,2000-11-19,"GUISTINE, CA",United States,31.228889,-121.374167,,,Non-Fatal,Substantial,,N540AK,Collette,GLASSAIR III,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,24-10-2002,,
20001212X22314,Accident,MIA01FA029,2000-11-20,"MIAMI, FL",United States,25.815,-80.296666,KMIA,Miami International,Fatal(1),Minor,,N14056,Airbus Industrie,A300B4-605R,No,2.0,Turbo Fan,,SCHD,,American Airlines,1.0,3.0,19.0,110.0,VMC,Climb,Probable Cause,28-02-2006,,
20001215X45419,Accident,IAD01FA015,2000-11-24,"LYNCHBURG, VA",United States,37.333333,-79.2,LYH,Lynchburg Regional,Non-Fatal,Destroyed,,N94U,Beech,F90,No,2.0,Turbo Prop,,,Flight Test,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,13-05-2003,,
20001212X22298,Accident,LAX01FA049,2000-11-30,"Clifton, AZ",United States,32.960833,-109.225556,CFT,Greenlee County,Fatal(1),Destroyed,,N7901R,Beech,BE-55-D55,No,2.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2003,,
20001215X45429,Accident,NYC01LA050,2000-12-03,"KINGWOOD, WV",United States,39.485277,-79.685277,,,Fatal(1),Substantial,,N97MS,Miller,SLINGSHOT,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,10-09-2002,,
20010110X00077,Accident,LAX01FA055,2000-12-09,"PETALUMA, CA",United States,38.272223,-122.534166,O69,Petaluma,Fatal(1),Destroyed,,N739HB,Cessna,TR182,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,02-03-2004,,
20001218X45439,Accident,LAX01GA057,2000-12-12,"Lancaster, CA",United States,34.726667,-118.235833,WJF,General William J. Fox Field,Fatal(1),Destroyed,,N182ER,Cessna,182P,No,1.0,Reciprocating,,,Public Aircraft,,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,25-11-2003,,
20010110X00078,Accident,LAX01FA059,2000-12-14,"SACRAMENTO, CA",United States,38.695555,-121.590833,,,Fatal(1),,,N252SA,Dehavilland,DHC-6,No,2.0,Turbo Prop,,,Executive/corporate,,1.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,25-11-2003,,
20010110X00073,Accident,DEN01FA028,2000-12-15,"LUSK, WY",United States,42.785,-104.217223,,,Fatal(2),Substantial,,N4223F,Cessna,172,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,20-09-2002,,
20001226X45488,Accident,IAD01LA020,2000-12-18,"MEDFORD, NJ",United States,39.934166,-74.807222,N14,Flying W Airport,Non-Fatal,Substantial,,N789FW,Cessna,172M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,23-01-2002,,
20010110X00083,Accident,ANC01FA026,2000-12-20,"KENAI, AK",United States,60.363056,-152.616945,,,Fatal(2),Destroyed,,N1419Z,Curtis-wright,C46A,No,2.0,Reciprocating,,,,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,18-06-2002,,
20010105X00029,Accident,DEN01FA033,2000-12-24,"ALBUQUERQUE, NM",United States,35.038611,-106.603889,ABQ,Albuquerque International Arpt,Fatal(2),Substantial,,N2174L,Beech,V35B,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2003,,
20010110X00084,Accident,ANC01FAMS1,2000-12-27,"JUNEAU, AK",United States,58.358333,-134.582778,,,Fatal(2),Destroyed,,N7100C,Champion,8GCBC,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,02-07-2002,,
20010105X00031,Accident,FTW01FA043,2000-12-29,"Gilchrist, TX",United States,29.4325,-94.543055,,,Fatal(1),Destroyed,,N407MM,Bell,407,No,1.0,Turbo Shaft,,,Positioning,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,07-08-2003,,
20010223X00505,Accident,ANC01LA031,2001-01-19,"KONGIGANAK, AK",United States,59.965833,-162.866667,DUY,KONGIGANAK,Non-Fatal,Substantial,,N7340U,Cessna,207,No,1.0,Unknown,,NSCH,Unknown,Hageland Aviation Services,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,20-02-2002,,
20081006X73142,Accident,LAX01FA308,2001-06-03,"LYTLE CREEK, CA",United States,34.241389,-117.539722,,,Fatal(1),Substantial,Airplane,N8253W,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,14-01-2009,,
20021220X05624,Accident,ANC03LA018,2002-12-18,"PALMER, AK",United States,61.25,-148.55,,,Non-Fatal,Substantial,,N325T,Piper,PA-18-105,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,26-08-2003,,
20030205X00167,Accident,SEA03FA028,2003-01-18,"Eastsound, WA",United States,48.701944,-122.945833,,,Fatal(1),Destroyed,,N7282C,Piper,PA-28-181,No,1.0,Reciprocating,,,Personal,,1.0,1.0,1.0,1.0,VMC,Maneuvering,Probable Cause,30-09-2003,,
20030626X00959,Accident,FTW03FA174,2003-06-21,"Cushing, OK",United States,35.935833,-96.779167,,,Fatal(1),Destroyed,Airplane,N8548S,Cessna,182H,No,1.0,Reciprocating,Part 91: General Aviation,,Skydiving,,1.0,2.0,2.0,1.0,VMC,Maneuvering,Probable Cause,10-12-2014,,
20050523X00653,Incident,NYC05MA083,2005-05-12,"Union Star, MO",United States,39.966667,-94.583333,,,Incident,,Airplane,N910ME,Boeing,717-200,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,Midwest Airlines,0.0,0.0,0.0,80.0,IMC,Climb,Probable Cause,14-01-2009,,
20050927X01540,Incident,LAX05IA312,2005-09-21,"Los Angeles, CA",United States,33.9425,-118.408056,KLAX,Los Angeles International,Incident,Minor,Airplane,N536JB,Airbus Industrie,A320,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,"Jet Blue Airways, Inc.",0.0,0.0,0.0,146.0,VMC,Takeoff,Probable Cause,25-11-2008,,
20060828X01241,Accident,CHI06GA241,2006-08-19,"COLUMBUS, OH",United States,40.068889,-82.968334,,,Non-Fatal,Substantial,Helicopter,N554CP,Mcdonnell Douglas Helicopters,369E,No,1.0,Turbo Shaft,Part 91: General Aviation,,Public Aircraft - Local,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,25-11-2008,,
20061115X01677,Accident,LAX07FA026,2006-11-04,"Yuba City, CA",United States,38.967778,-121.626945,,,Fatal(2),Destroyed,Airplane,N158MD,Aircraft Mfg & Dev. Co. (amd),CH601XL SLSA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-12-2008,,
20061220X01818,Accident,NYC07FA041,2006-12-07,"Summersville, WV",United States,38.248611,-80.976111,,,Fatal(1),Destroyed,Airplane,N9165T,Mooney,M20R,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,28-12-2008,,
20070131X00121,Accident,MIA07FA042,2007-01-15,"ADJUNTAS, PR",United States,18.147222,-66.798333,,,Fatal(2),Substantial,Airplane,N90KB,Partenavia,P 68C,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,28-12-2008,,
20070510X00546,Accident,DFW07LA160,2007-02-28,"Carlsbad, NM",United States,32.006389,-104.917223,,,Fatal(1),Destroyed,Airplane,N320TX,Ingraham,RV-6,Yes,1.0,,Part 91: General Aviation,,Ferry,,1.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,25-11-2008,,
20070316X00301,Accident,LAX07FA103,2007-03-07,"Tooele, UT",United States,40.778334,-113.083889,,,Fatal(3),Destroyed,Airplane,N9381W,Piper,PA-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,29-01-2009,,
20070427X00464,Incident,NYC07IA092,2007-04-07,"Leesburg, VA",United States,39.068611,-77.5625,JYO,Leesburg Executive Airport,Incident,,Airplane,N691CD,Cirrus Design Corp.,SR20,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,14-01-2009,,
20070427X00462,Accident,MIA07LA081,2007-04-19,"WELAKA, FL",United States,29.658611,-81.688611,3FL0,Mount Royal Airpark,Fatal(2),Substantial,Airplane,N2874B,Cessna,U206G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,23-03-2009,,
20070425X00453,Accident,MIA07FA083,2007-04-20,"CUDJOE KEY, FL",United States,24.696944,-81.498333,,,Fatal(3),Substantial,Airplane,N422G,Cessna,182Q,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,25-02-2009,,
20070503X00507,Accident,ATL07FA081,2007-04-26,"DAWSONVILLE, GA",United States,34.593889,-84.226945,,,Fatal(1),Substantial,Airplane,N9247T,Piper Aircraft,PA-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,12-12-2008,,
20070510X00542,Incident,MIA07IA088,2007-05-02,"Atlanta, GA",United States,33.636666,-84.428056,ATL,Hartsfield - Jackson Atlanta,Incident,,Airplane,N270AX,Mcdonnell Douglas,DC-10-30,No,3.0,Turbo Fan,Part 121: Air Carrier,NSCH,,Omni Air International Inc,0.0,0.0,0.0,306.0,VMC,Descent,Probable Cause,29-01-2009,,
20070508X00524,Accident,LAX07FA150,2007-05-03,"Dillon, MT",United States,45.253333,-112.548889,DLN,Dillon,Fatal(2),Destroyed,Airplane,N22HP,Cessna,S550,No,2.0,Turbo Jet,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2008,,
20070624X00786,Accident,NYC07LA114,2007-05-05,"New Holland, PA",United States,40.166667,-76.083333,,,Non-Fatal,Minor,Balloon,N5312X,Cameron Balloons,A-250,No,,,Part 91: General Aviation,,Other Work Use,,0.0,2.0,2.0,8.0,VMC,Approach,Probable Cause,24-12-2008,,
20070605X00681,Accident,MIA07FA098,2007-05-13,"Moulton, AL",United States,34.320556,-87.252778,,,Fatal(1),Destroyed,Helicopter,N468WE,Hughes,369A,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,28-12-2008,,
20070601X00676,Accident,NYC07LA121,2007-05-18,"SYRACUSE, NY",United States,43.111111,-76.106389,SYR,Syracuse Hancock International,Non-Fatal,Substantial,Airplane,N1799U,Douglas,DC-9-31,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,,,0.0,0.0,0.0,99.0,VMC,Standing,Probable Cause,25-11-2008,,
20070530X00664,Accident,DFW07GA119,2007-05-22,"San Elizario, TX",United States,31.579167,-106.284444,,,Fatal(1),Destroyed,Helicopter,N851BP,Eurocopter,AS 350 B3,No,1.0,Turbo Shaft,Public Use,,Public Aircraft - Federal,,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2008,,
20070624X00785,Accident,NYC07LA125,2007-05-23,"LEESBURG, VA",United States,39.063611,-77.636666,JYO,Leesburg Municipal Airport,Non-Fatal,Substantial,Airplane,N3982S,Cessna,172E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,24-12-2008,,
20070614X00729,Accident,MIA07LA102,2007-05-27,"HAYDEN, AL",United States,33.925278,-86.87,NONE,Private,Fatal(1),Substantial,Helicopter,N7763,Bell,47G,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,28-12-2008,,
20070806X01122,Accident,NYC07LA134,2007-06-08,"GALLATIN, TN",United States,36.406667,-86.358889,M33,Sumner County,Non-Fatal,Substantial,Airplane,N729P,Raytheon Aircraft Company,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,2.0,2.0,0.0,VMC,Descent,Probable Cause,25-11-2008,,
20070616X00749,Accident,SEA07LA152,2007-06-10,"SANTA BARBARA, CA",United States,34.426111,-119.840277,SBA,Santa Barbara Municipal Apt,Non-Fatal,Substantial,Airplane,N914DD,Dassault-breguet,Mystere Falcon 900,No,3.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,15.0,VMC,Takeoff,Probable Cause,10-11-2008,,
20070627X00819,Incident,LAX07IA191,2007-06-13,"Phoenix, AZ",United States,33.434444,-112.011667,PHX,Pheonix Sky Harbor Intl.,Incident,,Airplane,N7264V,"Bombardier, Inc.",CL-600-2B19,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,,"Mesa Airlines, Inc. (dba: Us Airways Express)",0.0,0.0,0.0,53.0,VMC,Standing,Probable Cause,29-01-2009,,
20070718X00957,Accident,NYC07FA159,2007-07-08,"BROOKS, KY",United States,38.039444,-85.79,73KY,Brooks Field,Fatal(2),Substantial,Airplane,N9180V,Mooney,M20F,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,2.0,0.0,0.0,VMC,Landing,Probable Cause,28-12-2008,,
20070721X00971,Incident,NYC07IA164,2007-07-11,"Orlando, FL",United States,28.366667,-81.083333,,,Incident,Minor,Airplane,N105GC,Piper,PA-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Positioning,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,11-02-2009,,
20070726X01029,Accident,MIA07LA121,2007-07-14,"UNIONVILLE, PA",United States,40.883889,-77.907222,79N,Ridge Soaring Gliderport,Fatal(1),Substantial,Glider,N775SS,Burkhart Grob Flugzeugbau,G102 ASTIR CS,No,,,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-02-2009,,
20070806X01121,Accident,NYC07LA168,2007-07-15,"E.STROUDSBURG, PA",United States,41.04,-75.173334,N53,Stroudsburg-Pocono Airport,Non-Fatal,Substantial,Airplane,N7389J,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,24-12-2008,,
20070723X00981,Incident,SEA07IA201,2007-07-15,"Reno, NV",United States,39.499166,-119.768056,RNO,Reno/Tahoe International,Incident,,Airplane,N254SR,Cirrus Design Corp.,SR22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,14-01-2009,,
20071227X01993,Accident,NYC07LA189,2007-08-11,"CAPTIVA, FL",United States,26.545277,-82.198611,,NONE,Non-Fatal,Substantial,Airplane,N340,Stout Gordon,Glasair III,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,23-03-2009,,
20070816X01194,Accident,ATL07LA112,2007-08-12,"MONTGOMERY, NY",United States,41.506111,-74.258889,MGJ,Orange County Airport,Non-Fatal,Substantial,Airplane,N223FS,Falcon Safety Craft Inc,Falcon XP,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,25-11-2008,,
20071005X01521,Incident,NYC07IA199,2007-08-15,"Alton, IL",United States,38.890555,-90.184166,ALN,St. Louis Regional Airport,Incident,Minor,Airplane,N3120T,Piper,PA-32R-301T,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,14-01-2009,,
20070822X01224,Accident,ATL07LA116,2007-08-19,"WELLINGTON, FL",United States,26.641111,-80.289722,FD38,Wellington Aero Club,Fatal(2),Substantial,Airplane,N6GN,Niva,Thorp T-18,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-12-2008,,
20071105X01729,Accident,NYC07FA200,2007-08-22,"NICEVILLE, FL",United States,30.519723,-86.438333,FL17,Ruckel Airport,Non-Fatal,Substantial,Airplane,N1802N,Beech,C24R,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,2.0,2.0,0.0,VMC,Takeoff,Probable Cause,25-11-2008,,
20070905X01314,Accident,CHI07FA279,2007-08-24,"CHEBOYGAN, MI",United States,45.852222,-84.639722,,,Fatal(2),Substantial,Airplane,N96DF,Socata,TB-20 Trinidad,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,25-11-2008,,
20080204X00135,Accident,NYC07FAMS1,2007-08-25,"Westhampton, NY",United States,40.7,-72.583333,,,Fatal(1),Destroyed,Airplane,N5067T,Piper,PA-32-260,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Unknown,Probable Cause,28-12-2008,,
20070830X01273,Accident,ATL07LA119,2007-08-26,"CENTER HILL, FL",United States,28.586111,-81.9625,,,Fatal(1),Substantial,Airplane,N904DZ,Cessna,P206,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,05-03-2009,,
20080321X00347,Accident,NYC07LA206,2007-08-30,"SEVIERVILLE, TN",United States,35.811667,-83.774723,TN20,Seymour Air Park,Non-Fatal,Substantial,Airplane,N3077Q,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-02-2009,,
